DOB,NO_OF_CHLD,NO_OF_VHCL,GNDR_CD,EDU_DESC,MRRY_DESC,OCPN_DESC,ADDR_PRVC,ADDR_ZIP,SCB_PROD_HLDNG_CNT,SCB_PROD_SUB_GRP_HLDNG_CNT,PROD_GRP_WLTH_HLDNG_CNT,PROD_GRP_LENDING_HLDNG_CNT,PROD_GRP_PYMT_HLDNG_CNT,PROD_GRP_SRVC_HLDNG_CNT,PROD_GRP_BSNS_LENDING_HLDNG_CNT,DPST_ACCT_CNT,DPST_END_BAL,DPST_TXN_CNT,DPST_TXN_CNT_AVG,DPST_TXN_CNT_MIN,DPST_TXN_CNT_MAX,DPST_INFLW_CNT,DPST_INFLW_CNT_MIN,DPST_INFLW_CNT_MAX,DPST_OTFLW_CNT,DPST_OTFLW_CNT_MIN,DPST_OTFLW_CNT_MAX,DPST_INFLW_AMT_TOT,DPST_OTFLW_AMT_TOT,DOB_prev,NO_OF_CHLD_prev,NO_OF_VHCL_prev,GNDR_CD_prev,EDU_DESC_prev,MRRY_DESC_prev,OCPN_DESC_prev,ADDR_PRVC_prev,ADDR_ZIP_prev,SCB_PROD_HLDNG_CNT,SCB_PROD_SUB_GRP_HLDNG_CNT,PROD_GRP_WLTH_HLDNG_CNT,PROD_GRP_LENDING_HLDNG_CNT,PROD_GRP_PYMT_HLDNG_CNT,PROD_GRP_SRVC_HLDNG_CNT,PROD_GRP_BSNS_LENDING_HLDNG_CNT,DPST_ACCT_CNT_prev,DPST_END_BAL_prev,DPST_TXN_CNT_prev,DPST_TXN_CNT_AVG_prev,DPST_TXN_CNT_MIN_prev,DPST_TXN_CNT_MAX_prev,DPST_INFLW_CNT_prev,DPST_INFLW_CNT_MIN_prev,DPST_INFLW_CNT_MAX_prev,DPST_OTFLW_CNT_prev,DPST_OTFLW_CNT_MIN_prev,DPST_OTFLW_CNT_MAX_prev,DPST_INFLW_AMT_TOT_prev,DPST_OTFLW_AMT_TOT_prev,DOB_match,NO_OF_CHLD_match,NO_OF_VHCL_match,GNDR_CD_match,EDU_DESC_match,MRRY_DESC_match,OCPN_DESC_match,ADDR_PRVC_match,ADDR_ZIP_match,cust_id
1/12/1969,0,null,F,others,married,housewife/househusband,กรุงเทพมหานคร,10400,3,3,1,null,2,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/12/1969,0,null,F,others,married,service business employee,กรุงเทพมหานคร,10400,4,4,1,null,4,null,null,1,652847.71,25,2.08,1,5,14,1,5,11,1,2,685651.78,32804.07,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,323
1/2/1989,0,0,M,high school,single,agricultural/ agro industry entrepreneur,ชัยภูมิ,36120,2,2,1,null,1,null,null,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1/2/1989,0,0,M,high school,single,freelance,ชัยภูมิ,36120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,324
1/11/1970,0,1,F,others,married,commerce entrepreneur,ราชบุรี,70140,6,6,1,null,7,1,null,1,1839.05,150,5,1,12,58,1,6,92,1,10,54600,54033.79,1/11/1970,1,1,F,others,married - registered,service business entrepreneur,ราชบุรี,70140,6,6,1,null,7,1,null,1,0.1,99,4.71,1,9,20,1,2,79,1,8,20202,26202.57,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,325
1/6/1978,1,null,F,master's degree,married,"teacher and executive in kindergarten; primary, secondary, vocational school",กระบี่,81000,3,3,1,null,2,1,null,1,2458.17,13,1.3,1,4,6,1,1,7,1,3,12430,18444,1/6/1978,0,null,F,master's degree,married - registered,"teacher and executive in kindergarten; primary, secondary, vocational school",กระบี่,81000,6,6,1,1,3,1,null,1,2751.86,7,1,1,1,4,1,1,3,1,1,2650,1673,TRUE,FALSE,null,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,326
1/4/1976,0,null,M,null,married,agricultural/ agro industry entrepreneur,ระยอง,21190,6,6,1,null,6,null,null,1,1252.78,47,2.35,1,5,6,1,1,41,1,4,73000,71976,1/4/1976,0,null,M,null,married,agricultural/ agro industry entrepreneur,ระยอง,21110,6,6,1,null,6,null,null,1,320001.93,26,1.63,1,4,10,1,2,16,1,2,124745,131850,TRUE,TRUE,null,TRUE,null,TRUE,TRUE,TRUE,FALSE,327
1/11/1992,0,0,F,bachelor's degree,single,commerce entrepreneur,เชียงใหม่,50130,5,5,2,null,4,1,null,2,6299.1,103,3.68,1,9,16,1,2,87,1,8,53128,53010.17,1/11/1992,0,0,F,bachelor's degree,single,"student, university student",พะเยา,56000,4,4,1,null,4,1,null,1,1244.14,71,2.45,1,7,3,1,1,68,1,6,2644.09,12733,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,328
1/1/1986,0,0,M,high school,married - registered,service business entrepreneur,สมุทรปราการ,10540,5,5,1,1,3,1,null,1,2215.05,72,8,1,27,67,1,27,5,1,2,23216,21005,1/1/1986,0,0,M,high school,married,industrial business employee,สมุทรปราการ,10540,2,2,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,329
1/12/1999,0,null,M,null,single,industrial business employee,สมุทรสาคร,74120,5,4,6,null,1,1,null,1,17,23,3.29,1,9,10,1,3,13,1,6,21330,21413.67,1/12/1999,0,null,M,null,single,"student, university student",นครปฐม,73000,4,4,5,null,1,1,null,1,24000,20,1.82,1,4,9,1,2,11,1,2,6065,9065,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,FALSE,FALSE,330
1/4/1994,0,0,M,high school,single,industrial business employee,นครปฐม,73210,3,3,1,null,2,1,null,1,4000.16,35,2.5,1,6,3,1,2,32,1,5,24750,27243.19,1/4/1994,0,0,M,high school,single,commerce employee,กาญจนบุรี,71130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,331
1/9/1997,0,null,F,null,single,commerce employee,กรุงเทพมหานคร,10150,4,4,1,null,3,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/9/1997,0,null,F,null,single,commerce employee,นนทบุรี,11000,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,null,TRUE,TRUE,FALSE,FALSE,332
1/10/1968,0,2,F,bachelor's degree,married,dentist,กรุงเทพมหานคร,10310,6,4,5,1,1,2,null,2,92881.67,219,7.82,1,37,83,1,18,136,1,19,637193,644527.8,1/10/1968,0,2,F,bachelor's degree,married - registered,dentist,กรุงเทพมหานคร,10310,8,5,7,2,3,2,null,2,37100.62,217,7,1,16,55,1,7,162,1,13,1479532.54,1455633.56,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,333
1/6/1962,0,null,F,bachelor's degree,divorce,housewife/househusband,ตรัง,92000,2,2,2,null,1,1,null,2,891939.65,9,1,1,1,6,1,1,3,1,1,1402.2,11970,1/6/1962,0,null,F,bachelor's degree,married,"employee of company, store, office",ตรัง,92000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,334
1/5/1975,0,0,M,high school,single,service business employee,ชลบุรี,20150,3,3,1,1,2,null,null,1,12055.06,3,1.5,1,2,1,1,1,2,1,1,41000,42037.06,1/5/1975,0,0,M,high school,single,freelance,ชลบุรี,20150,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,335
1/9/1982,0,1,M,master's degree,married - registered,service business employee,ปัตตานี,94160,5,5,2,1,2,1,null,1,2104.64,145,5,1,11,22,1,3,123,1,9,968600,983162.85,1/9/1982,0,1,M,master's degree,married,freelance,ปัตตานี,94160,5,5,2,1,2,1,null,1,379.04,86,3.19,1,7,10,1,2,76,1,7,710730,779311.44,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,336
1/10/1976,0,0,F,less than high school,single,freelance,สระแก้ว,27000,3,3,1,null,2,null,null,1,54.81,51,2.68,1,6,18,1,3,33,1,4,8141,8726.48,1/10/1976,0,0,F,less than high school,single,service business employee,สระแก้ว,27000,3,3,1,null,2,null,null,1,2.62,12,2,1,4,6,1,2,6,1,3,8710,8707.38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,337
1/7/1994,0,0,F,less than high school,single,freelance,กรุงเทพมหานคร,10220,4,4,1,null,4,1,null,1,17195.59,109,3.89,1,11,9,1,2,100,1,10,49900,58463.31,1/7/1994,0,0,F,less than high school,single,freelance,กรุงเทพมหานคร,10110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,338
1/3/1982,0,0,F,others,single,industrial business employee,พระนครศรีอยุธยา,13160,5,5,1,null,4,null,null,1,9429.28,141,4.86,1,16,10,1,3,131,1,14,43585.7,51782.64,1/3/1982,0,0,F,others,married - registered,industrial business employee,พระนครศรีอยุธยา,13160,8,7,1,1,6,null,null,1,1243.74,40,2.67,1,8,7,1,2,33,1,6,33779.62,41021.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,339
1/7/1997,0,null,F,others,married,service business employee,ฉะเชิงเทรา,24130,4,4,1,null,3,1,null,1,1024.65,166,6.64,2,15,52,1,4,114,1,15,65906,64930,1/7/1997,0,null,F,others,married - registered,commerce entrepreneur,ฉะเชิงเทรา,24130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,340
1/7/1989,0,0,M,less than high school,single,freelance,ร้อยเอ็ด,45210,2,2,1,null,1,null,null,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1/7/1989,0,0,M,less than high school,single,commerce employee,กรุงเทพมหานคร,10160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,341
1/1/1983,0,null,M,others,single,industrial business employee,นครราชสีมา,30240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/1/1983,0,null,M,others,single,industrial business employee,กรุงเทพมหานคร,10800,2,2,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,342
1/10/1988,0,null,M,bachelor's degree,single,industrial business employee,กรุงเทพมหานคร,10250,2,2,1,null,1,null,null,1,5470,9,1.29,1,2,2,1,1,7,1,2,28608,33583,1/10/1988,0,null,M,bachelor's degree,single,service business employee,เลย,42220,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,343
1/2/1953,3,1,M,bachelor's degree,married,government employee,นนทบุรี,11120,3,3,1,1,1,1,null,1,0,2,2,2,2,1,1,1,1,1,1,13000,13000,1/2/1953,3,1,M,bachelor's degree,married,teacher and executive in university or equivalent institution,นครศรีธรรมราช,80270,3,3,1,1,1,1,null,1,0,2,2,2,2,1,1,1,1,1,1,34000,34000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,344
1/6/1977,0,0,F,high school,married,industrial business employee,กาญจนบุรี,71110,5,5,1,null,5,null,null,1,3150.64,36,3,1,6,20,1,4,16,1,4,72235,69365,1/6/1977,0,0,F,high school,married,industrial business employee,กาญจนบุรี,71120,5,5,1,null,6,null,null,1,1560.42,122,4.21,1,11,67,1,7,55,1,5,68399,67072.43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,345
1/8/1976,0,1,M,bachelor's degree,married - registered,commerce entrepreneur,กรุงเทพมหานคร,10230,8,7,7,3,2,null,null,2,338.14,6,1.5,1,2,3,1,1,3,1,1,35180,35180,1/8/1976,0,1,M,bachelor's degree,married,commerce entrepreneur,กรุงเทพมหานคร,10230,11,9,7,3,5,null,null,2,28456.53,26,2.17,1,5,8,1,4,18,1,5,286000,280011.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,346
1/8/1968,0,1,M,bachelor's degree,single,service business employee,กรุงเทพมหานคร,10220,4,4,2,1,5,1,1,2,19954.86,178,7.42,1,26,113,1,18,65,1,8,838640,899097.08,1/8/1968,0,1,M,bachelor's degree,single,commerce entrepreneur,กรุงเทพมหานคร,10220,5,5,2,1,5,1,null,2,594423.14,210,8.08,1,32,115,1,21,95,1,11,679290,748181,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,347
1/4/1993,0,0,M,bachelor's degree,single,service business employee,กรุงเทพมหานคร,10210,6,6,3,null,5,2,null,2,428022.77,194,6.69,1,11,13,1,2,181,1,11,43114.5,43379.91,1/4/1993,0,0,M,bachelor's degree,single,service business employee,กรุงเทพมหานคร,10520,5,5,2,null,5,2,null,1,10595.42,135,4.35,2,7,11,1,2,124,2,7,14246.5,55579.19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,348
1/9/1984,0,null,F,null,single,commerce employee,สมุทรปราการ,10290,3,3,1,1,1,1,null,1,97041.48,5,1.25,1,2,4,1,1,1,1,1,97074.81,119,1/9/1984,0,null,F,null,others,commerce employee,สมุทรปราการ,10290,4,4,1,1,3,1,null,1,120204.73,28,2.8,1,6,4,1,2,24,1,6,130428.63,218283.7,TRUE,TRUE,null,TRUE,null,FALSE,TRUE,TRUE,TRUE,349
1/11/1975,2,0,F,high school,married,service business entrepreneur,ชัยนาท,17000,4,4,1,null,3,null,null,1,54.32,46,2.3,1,5,22,1,4,24,1,4,25190,25334,1/11/1975,2,0,F,high school,married,service business employee,ฉะเชิงเทรา,24180,3,3,1,null,3,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,350
1/8/1972,1,0,M,less than high school,married - registered,agricultural/ agro industry entrepreneur,อุทัยธานี,61140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/8/1972,0,0,M,less than high school,married - registered,agricultural/ agro industry entrepreneur,อุทัยธานี,61140,5,5,1,1,3,1,null,1,4.18,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,351
1/8/1988,0,0,F,high school,married,industrial business employee,สระบุรี,18130,3,3,1,null,2,2,null,1,0,31,2.82,1,7,9,1,3,22,1,4,16600,16600,1/8/1988,0,0,F,high school,married,industrial business employee,พระนครศรีอยุธยา,13210,2,2,1,null,1,1,null,1,0.44,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,352
1/6/1991,0,0,F,bachelor's degree,married - registered,service business entrepreneur,สระบุรี,18140,8,7,5,3,5,1,null,2,2334.68,124,4.43,1,11,24,1,3,100,1,9,210184.66,339709.49,1/6/1991,0,0,F,vocational certificate/ diploma,married - registered,commerce employee,สระบุรี,18140,8,8,3,1,6,1,null,2,8319.14,306,9.87,1,25,185,1,15,121,1,10,210471.9,195081.33,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,353
1/10/1977,0,0,M,high school,married - registered,freelance,กรุงเทพมหานคร,10110,3,3,1,null,3,1,null,1,0.89,60,2.86,1,11,21,1,3,39,1,8,61480,61487.05,1/10/1977,0,0,M,high school,married - registered,freelance,กรุงเทพมหานคร,10250,5,5,1,1,4,1,null,1,8329.84,43,2.87,1,6,10,1,2,33,1,5,34715,36706.35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,354
1/5/1985,0,1,M,bachelor's degree,married,service business entrepreneur,ลำปาง,52100,6,6,4,3,4,2,null,1,11424.78,169,5.63,1,13,18,1,3,151,1,11,513408.89,516027.15,1/5/1985,0,1,M,bachelor's degree,married - registered,service business entrepreneur,ลำปาง,52100,5,5,1,3,5,2,null,1,28534.12,35,2.19,1,6,5,1,1,30,1,5,202315,176320.65,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,355
1/4/1965,0,0,F,less than high school,married - registered,commerce entrepreneur,นครปฐม,73000,3,3,3,1,null,null,null,1,1409.15,1,1,1,1,1,1,1,0,0,0,600,0,1/4/1965,0,0,F,high school,married - registered,commerce entrepreneur,นครปฐม,73000,3,2,3,null,null,null,null,1,217337.29,1,1,1,1,1,1,1,0,0,0,3500,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,356
1/8/1989,0,null,F,bachelor's degree,single,industrial business employee,กรุงเทพมหานคร,10520,5,4,3,1,1,1,null,1,160.97,0,0,0,0,0,0,0,0,0,0,0,0,1/8/1989,0,null,F,bachelor's degree,single,industrial business employee,ชลบุรี,20170,3,2,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,357
1/10/1995,0,0,M,high school,single,commerce employee,นครราชสีมา,30270,4,4,3,null,3,null,null,3,1.73,38,3.17,1,11,12,1,4,26,1,7,69916.5,69989.03,1/10/1995,0,0,M,high school,single,unemployed,นครราชสีมา,30270,3,3,2,null,2,null,null,2,44.44,38,2.53,1,7,14,1,2,24,1,5,50583,54010,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,358
1/10/1998,0,0,M,vocational certificate/ diploma,single,freelance,มหาสารคาม,44170,3,3,1,null,2,1,null,1,300.04,283,9.43,1,20,122,1,10,161,1,14,120885,120585.63,1/10/1998,0,0,M,vocational certificate/ diploma,single,"student, university student",มหาสารคาม,44170,3,3,1,null,2,1,null,1,100.84,49,2.04,1,5,21,1,3,28,1,3,20420,20620.63,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,359
1/9/1980,0,1,F,vocational certificate/ diploma,single,unemployed,นครนายก,26000,3,2,2,null,1,1,null,2,355124.06,44,2.2,1,6,6,1,2,38,1,5,107609,73837.69,1/9/1980,0,1,F,vocational certificate/ diploma,single,commerce entrepreneur,ชลบุรี,20000,3,3,1,null,2,null,null,1,1277979.44,1,1,1,1,0,0,0,1,1,1,0,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,360
1/9/1992,0,0,M,others,married - non registered,service business employee,ปทุมธานี,12120,5,5,2,1,2,1,null,1,1371.02,1,1,1,1,0,0,0,1,1,1,0,6900,1/9/1992,0,0,M,others,single,service business employee,ปทุมธานี,12120,5,5,3,1,3,1,null,2,1805.64,2,1,1,1,1,1,1,1,1,1,1800,6900,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,361
1/11/1981,0,0,F,vocational certificate/ diploma,single,unemployed,อุบลราชธานี,34350,3,3,1,null,2,1,null,1,8025.63,7,1,1,1,3,1,1,4,1,1,8000,980,1/11/1981,0,0,F,vocational certificate/ diploma,single,commerce employee,สุรินทร์,32230,3,3,1,null,2,1,null,1,53.76,7,1.4,1,2,3,1,1,4,1,2,1101,2450,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,362
1/11/1993,0,0,M,high school,single,commerce employee,กรุงเทพมหานคร,10230,3,3,1,null,2,null,null,1,0,2,2,2,2,1,1,1,1,1,1,32404.17,32404.17,1/11/1993,0,0,M,high school,single,"student, university student",สุพรรณบุรี,72170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,363
1/12/1980,0,1,M,bachelor's degree,divorce,service business employee,นครปฐม,73110,2,2,1,null,1,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/12/1980,0,1,M,bachelor's degree,single,engineer,นครปฐม,73110,5,5,2,1,4,1,null,1,4537.15,77,4.05,1,15,17,1,5,60,1,10,76096.83,71841.51,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,364
1/1/1978,0,1,F,master's degree,single,commerce employee,กรุงเทพมหานคร,10260,9,7,5,1,3,2,null,1,525646.95,40,1.9,1,4,5,1,1,35,1,4,374587,756609.32,1/1/1978,0,1,F,master's degree,married - registered,commerce employee,กรุงเทพมหานคร,10260,10,7,6,4,4,2,null,1,248369.73,52,2.26,1,6,10,1,3,42,1,6,304379.26,625564.62,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,365
1/4/1993,0,0,F,vocational certificate/ diploma,single,freelance,จันทบุรี,22180,3,3,1,null,2,null,null,1,13.67,0,0,0,0,0,0,0,0,0,0,0,0,1/4/1993,0,0,F,vocational certificate/ diploma,single,freelance,กรุงเทพมหานคร,10310,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,366
1/2/1982,0,0,M,high school,single,industrial business employee,เลย,42000,4,4,1,null,4,null,null,1,0.77,0,0,0,0,0,0,0,0,0,0,0,0,1/2/1982,0,0,M,high school,single,"employee of company, store, office",กรุงเทพมหานคร,10260,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,367
1/1/1982,0,0,F,bachelor's degree,married - registered,industrial business employee,กรุงเทพมหานคร,10220,4,4,1,1,2,null,null,1,71298.77,144,4.8,1,15,39,1,11,105,1,12,308426.02,254489.02,1/1/1982,0,0,F,bachelor's degree,married,commerce employee,กรุงเทพมหานคร,10220,5,5,1,1,4,null,null,1,26702.1,86,3.19,1,9,20,1,3,66,1,7,213772.1,215378.26,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,368
1/1/1978,0,1,F,bachelor's degree,married,service business employee,สงขลา,90110,4,4,2,null,3,1,null,2,51.61,170,8.5,1,26,50,1,9,120,1,17,71985.54,73272.57,1/1/1978,0,1,F,bachelor's degree,married,commerce entrepreneur,สงขลา,90110,6,5,3,null,5,1,null,3,348297.49,413,13.32,1,43,118,1,12,295,1,35,1243117.68,1555599.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,369
1/5/1984,0,1,M,less than high school,married,agricultural/ agro industry entrepreneur,สุราษฎร์ธานี,84180,3,3,1,null,2,null,null,1,190.81,27,1.69,1,3,3,1,1,24,1,3,3600,8846.86,1/5/1984,0,1,M,less than high school,married,commerce entrepreneur,สุราษฎร์ธานี,84180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,370
1/4/1992,0,0,M,less than high school,single,service business entrepreneur,บุรีรัมย์,31110,3,3,1,null,2,1,null,1,661.65,162,5.4,1,15,104,1,15,58,1,8,140400,173541,1/4/1992,0,0,M,less than high school,single,commerce employee,ศรีสะเกษ,33110,3,3,1,null,2,null,null,1,0,103,5.42,1,13,29,1,4,74,1,9,36515,36515.17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,371
1/10/1998,0,0,M,others,single,"student, university student",นนทบุรี,11000,3,3,2,null,2,1,null,2,474.41,131,4.85,1,11,23,1,3,108,1,9,30391,30962.1,1/10/1998,0,0,M,others,others,"student, university student",นนทบุรี,11000,3,3,1,null,3,1,null,1,831.67,89,3.18,1,8,14,1,3,75,1,7,20794,19962.42,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,372
1/10/1986,0,0,F,bachelor's degree,divorce,commerce entrepreneur,กรุงเทพมหานคร,10400,2,2,2,null,1,1,null,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1/10/1986,0,0,F,bachelor's degree,single,commerce entrepreneur,กรุงเทพมหานคร,10400,2,2,1,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,373
1/9/1999,0,0,M,bachelor's degree,single,freelance,กรุงเทพมหานคร,10310,3,3,1,null,2,null,null,1,8637.5,35,2.19,1,5,13,1,2,22,1,3,29824,21239.2,1/9/1999,0,0,M,bachelor's degree,single,"student, university student",ปทุมธานี,12120,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,374
1/4/1995,0,null,M,null,single,freelance,สมุทรปราการ,10290,3,3,1,null,2,null,null,1,736.75,0,0,0,0,0,0,0,0,0,0,0,0,1/4/1995,0,null,M,null,null,housewife/househusband,สมุทรปราการ,10290,2,2,1,null,1,null,null,1,0,1,1,1,1,0,0,0,1,1,1,0,10.18,TRUE,TRUE,null,TRUE,null,null,FALSE,TRUE,TRUE,375
1/5/1961,0,null,M,null,single,unemployed,สระบุรี,18110,3,3,1,null,2,1,null,1,53113.03,31,1.82,1,4,5,1,1,26,1,4,61336,8931.19,1/5/1961,0,null,M,null,single,industrial business employee,สระบุรี,18110,3,3,1,null,3,1,null,1,5143.9,21,1.4,1,4,2,1,1,19,1,4,9800,8389.97,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,376
1/8/1992,0,0,F,less than high school,single,commerce employee,กรุงเทพมหานคร,10110,3,3,1,1,1,1,null,1,4355.49,70,2.69,1,7,4,1,1,66,1,7,31593.75,31359.85,1/8/1992,0,0,F,less than high school,single,"student, university student",กรุงเทพมหานคร,10110,3,3,1,null,3,1,null,1,4140.48,99,3.54,1,7,9,1,3,90,1,7,44710,46130.66,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,377
1/10/2003,0,null,F,null,single,service business employee,ลำปาง,52000,3,3,1,null,2,null,null,1,5.04,9,3,2,4,5,1,2,4,1,2,609,604.01,1/10/2003,0,null,F,null,single,"student, university student",ลำปาง,52000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,378
